51	26	1200	240	250
20515120	11954435
0	0	0	40	20	136	0	1	1	0	0	0
40	0	0	80	20	136	0	1	1	0	0	0
80	0	0	120	20	136	0	1	1	0	0	0
120	0	0	160	20	136	0	1	1	0	0	0
160	0	0	200	20	136	0	1	1	0	0	0
200	0	0	240	20	136	0	1	1	0	0	0
240	0	0	280	20	136	0	1	1	0	0	0
280	0	0	320	20	136	0	1	1	0	0	0
320	0	0	360	20	136	0	1	1	0	0	0
360	0	0	400	20	136	0	1	1	0	0	0
0	44	0	130	72	36	9	2	1	0	0	0
0	72	0	130	100	36	9	2	1	0	0	0
0	100	0	130	128	36	9	2	1	0	0	0
0	128	0	130	156	36	9	2	1	0	0	0
0	156	0	130	184	36	9	2	1	0	0	0
0	184	0	130	212	36	9	2	1	0	0	0
0	212	0	130	240	36	9	2	1	0	0	0
0	212	36	130	240	72	9	3	1	0	0	0
0	212	72	130	240	108	9	3	1	0	0	0
0	212	108	130	240	144	9	3	1	0	0	0
0	193	36	15	212	129	35	4	2	0	0	0
15	193	36	30	212	129	35	4	2	0	0	0
30	193	36	45	212	129	35	4	2	0	0	0
45	193	36	60	212	129	35	4	2	0	0	0
60	193	36	75	212	129	35	4	2	0	0	0
75	193	36	90	212	129	35	4	2	0	0	0
90	193	36	105	212	129	35	4	2	0	0	0
105	193	36	120	212	129	35	4	2	0	0	0
0	221	144	15	240	237	15	5	2	0	0	0
15	221	144	30	240	237	15	5	2	0	0	0
30	221	144	45	240	237	15	5	2	0	0	0
45	221	144	60	240	237	15	5	2	0	0	0
60	221	144	75	240	237	15	5	2	0	0	0
75	221	144	90	240	237	15	5	2	0	0	0
90	221	144	105	240	237	15	5	2	0	0	0
105	221	144	120	240	237	15	5	2	0	0	0
0	193	129	15	212	222	14	6	2	0	0	0
15	193	129	30	212	222	14	6	2	0	0	0
30	193	129	45	212	222	14	6	2	0	0	0
45	193	129	60	212	222	14	6	2	0	0	0
60	193	129	75	212	222	14	6	2	0	0	0
75	193	129	90	212	222	14	6	2	0	0	0
90	193	129	105	212	222	14	6	2	0	0	0
105	193	129	120	212	222	14	6	2	0	0	0
0	44	36	19	59	129	46	7	2	0	0	0
0	44	129	19	59	222	46	7	2	0	0	0
19	44	36	38	59	129	46	7	2	0	0	0
19	44	129	38	59	222	46	7	2	0	0	0
38	44	36	57	59	129	46	7	2	0	0	0
38	44	129	57	59	222	46	7	2	0	0	0
57	44	36	76	59	129	46	7	2	0	0	0
57	44	129	76	59	222	46	7	2	0	0	0
76	44	36	95	59	129	46	7	2	0	0	0
76	44	129	95	59	222	46	7	2	0	0	0
0	73	36	26	97	161	13	8	2	0	0	0
0	97	36	26	121	161	13	8	2	0	0	0
0	121	36	26	145	161	13	8	2	0	0	0
0	145	36	26	169	161	13	8	2	0	0	0
0	169	36	26	193	161	13	8	2	0	0	0
26	73	36	52	97	161	13	8	2	0	0	0
26	97	36	52	121	161	13	8	2	0	0	0
26	121	36	52	145	161	13	8	2	0	0	0
26	145	36	52	169	161	13	8	2	0	0	0
26	169	36	52	193	161	13	8	2	0	0	0
0	100	161	19	193	176	30	9	2	0	0	0
0	100	176	19	193	191	30	9	2	0	0	0
0	100	191	19	193	206	30	9	2	0	0	0
0	100	206	19	193	221	30	9	2	0	0	0
0	100	221	19	193	236	30	9	2	0	0	0
19	100	161	38	193	176	30	9	2	0	0	0
19	100	176	38	193	191	30	9	2	0	0	0
19	100	191	38	193	206	30	9	2	0	0	0
19	100	206	38	193	221	30	9	2	0	0	0
19	100	221	38	193	236	30	9	2	0	0	0
0	20	0	93	35	19	26	10	2	0	0	0
93	20	0	186	35	19	26	10	2	0	0	0
186	20	0	279	35	19	26	10	2	0	0	0
279	20	0	372	35	19	26	10	2	0	0	0
372	20	0	465	35	19	26	10	2	0	0	0
465	20	0	558	35	19	26	10	2	0	0	0
558	20	0	651	35	19	26	10	2	0	0	0
651	20	0	744	35	19	26	10	2	0	0	0
744	20	0	837	35	19	26	10	2	0	0	0
837	20	0	930	35	19	26	10	2	0	0	0
52	61	36	70	105	102	12	11	2	0	0	0
52	61	102	70	105	168	12	11	2	0	0	0
52	61	168	70	105	234	12	11	2	0	0	0
52	105	36	70	149	102	12	11	2	0	0	0
52	105	102	70	149	168	12	11	2	0	0	0
52	105	168	70	149	234	12	11	2	0	0	0
52	149	36	70	193	102	12	11	2	0	0	0
52	149	102	70	193	168	12	11	2	0	0	0
52	149	168	70	193	234	12	11	2	0	0	0
70	178	36	89	193	129	35	12	2	0	0	0
70	178	129	89	193	222	35	12	2	0	0	0
70	59	36	89	152	51	39	13	2	0	0	0
89	59	36	108	152	51	39	13	2	0	0	0
108	59	36	127	152	51	39	13	2	0	0	0
70	59	51	89	152	66	47	14	2	0	0	0
70	59	66	89	152	81	47	14	2	0	0	0
70	59	81	89	152	96	47	14	2	0	0	0
89	59	51	108	152	66	47	14	2	0	0	0
89	59	66	108	152	81	47	14	2	0	0	0
89	59	81	108	152	96	47	14	2	0	0	0
108	59	51	127	152	66	47	14	2	0	0	0
108	59	66	127	152	81	47	14	2	0	0	0
108	59	81	127	152	96	47	14	2	0	0	0
70	59	96	89	152	111	34	15	2	0	0	0
70	59	111	89	152	126	34	15	2	0	0	0
70	59	126	89	152	141	34	15	2	0	0	0
89	59	96	108	152	111	34	15	2	0	0	0
89	59	111	108	152	126	34	15	2	0	0	0
89	59	126	108	152	141	34	15	2	0	0	0
108	59	96	127	152	111	34	15	2	0	0	0
108	59	111	127	152	126	34	15	2	0	0	0
108	59	126	127	152	141	34	15	2	0	0	0
70	59	141	89	152	156	21	16	2	0	0	0
89	59	141	108	152	156	21	16	2	0	0	0
108	59	141	127	152	156	21	16	2	0	0	0
70	59	156	89	152	171	49	17	2	0	0	0
70	59	171	89	152	186	49	17	2	0	0	0
70	59	186	89	152	201	49	17	2	0	0	0
89	59	156	108	152	171	49	17	2	0	0	0
89	59	171	108	152	186	49	17	2	0	0	0
89	59	186	108	152	201	49	17	2	0	0	0
108	59	156	127	152	171	49	17	2	0	0	0
108	59	171	127	152	186	49	17	2	0	0	0
108	59	186	127	152	201	49	17	2	0	0	0
70	59	201	89	152	216	24	18	2	0	0	0
89	59	201	108	152	216	24	18	2	0	0	0
108	59	201	127	152	216	24	18	2	0	0	0
70	159	36	85	178	129	41	19	2	0	0	0
70	159	129	85	178	222	41	19	2	0	0	0
85	159	36	100	178	129	41	19	2	0	0	0
85	159	129	100	178	222	41	19	2	0	0	0
100	159	36	115	178	129	41	19	2	0	0	0
100	159	129	115	178	222	41	19	2	0	0	0
115	159	36	130	178	129	41	19	2	0	0	0
115	159	129	130	178	222	41	19	2	0	0	0
70	59	216	89	152	231	28	20	2	0	0	0
89	59	216	108	152	231	28	20	2	0	0	0
108	59	216	127	152	231	28	20	2	0	0	0
70	59	231	85	152	250	39	21	2	0	0	0
85	59	231	100	152	250	39	21	2	0	0	0
100	59	231	115	152	250	39	21	2	0	0	0
89	178	36	108	193	129	48	22	2	0	0	0
89	178	129	108	193	222	48	22	2	0	0	0
95	44	36	114	59	129	33	23	2	0	0	0
95	44	129	114	59	222	33	23	2	0	0	0
108	178	36	127	193	129	43	24	2	0	0	0
108	178	129	127	193	222	43	24	2	0	0	0
130	54	0	149	147	15	39	25	2	0	0	0
130	54	15	149	147	30	39	25	2	0	0	0
130	147	0	149	240	15	39	25	2	0	0	0
130	147	15	149	240	30	39	25	2	0	0	0
130	35	0	145	54	93	50	26	2	0	0	0
130	120	30	149	135	123	48	27	2	0	0	0
130	135	30	149	150	123	48	27	2	0	0	0
130	150	30	149	165	123	48	27	2	0	0	0
130	165	30	149	180	123	48	27	2	0	0	0
130	180	30	149	195	123	48	27	2	0	0	0
130	195	30	149	210	123	48	27	2	0	0	0
130	210	30	149	225	123	48	27	2	0	0	0
130	225	30	149	240	123	48	27	2	0	0	0
130	120	123	149	135	216	50	28	2	0	0	0
130	135	123	149	150	216	50	28	2	0	0	0
130	150	123	149	165	216	50	28	2	0	0	0
130	165	123	149	180	216	50	28	2	0	0	0
130	180	123	149	195	216	50	28	2	0	0	0
130	195	123	149	210	216	50	28	2	0	0	0
130	210	123	149	225	216	50	28	2	0	0	0
130	225	123	149	240	216	50	28	2	0	0	0
130	147	216	149	240	231	44	29	2	0	0	0
130	147	231	149	240	246	44	29	2	0	0	0
130	54	30	149	69	123	17	30	2	0	0	0
130	54	123	149	69	216	17	30	2	0	0	0
130	69	30	149	84	123	17	30	2	0	0	0
130	69	123	149	84	216	17	30	2	0	0	0
130	84	30	149	99	123	17	30	2	0	0	0
130	84	123	149	99	216	17	30	2	0	0	0
130	99	30	149	114	123	17	30	2	0	0	0
130	99	123	149	114	216	17	30	2	0	0	0
130	35	93	145	54	186	47	31	2	0	0	0
145	35	0	238	50	19	42	32	2	0	0	0
238	35	0	331	50	19	42	32	2	0	0	0
331	35	0	424	50	19	42	32	2	0	0	0
424	35	0	517	50	19	42	32	2	0	0	0
517	35	0	610	50	19	42	32	2	0	0	0
610	35	0	703	50	19	42	32	2	0	0	0
703	35	0	796	50	19	42	32	2	0	0	0
796	35	0	889	50	19	42	32	2	0	0	0
889	35	0	982	50	19	42	32	2	0	0	0
982	35	0	1075	50	19	42	32	2	0	0	0
149	54	0	168	147	15	20	33	2	0	0	0
149	147	0	168	240	15	20	33	2	0	0	0
149	221	15	164	240	108	36	34	2	0	0	0
149	221	108	164	240	201	36	34	2	0	0	0
149	202	15	164	221	108	32	35	2	0	0	0
149	202	108	164	221	201	32	35	2	0	0	0
149	69	15	164	88	108	28	36	2	0	0	0
149	88	15	164	107	108	28	36	2	0	0	0
149	107	15	164	126	108	28	36	2	0	0	0
149	126	15	164	145	108	28	36	2	0	0	0
149	145	15	164	164	108	28	36	2	0	0	0
149	164	15	164	183	108	28	36	2	0	0	0
149	183	15	164	202	108	28	36	2	0	0	0
149	69	108	164	88	201	29	37	2	0	0	0
149	88	108	164	107	201	29	37	2	0	0	0
149	107	108	164	126	201	29	37	2	0	0	0
149	126	108	164	145	201	29	37	2	0	0	0
149	145	108	164	164	201	29	37	2	0	0	0
149	164	108	164	183	201	29	37	2	0	0	0
149	183	108	164	202	201	29	37	2	0	0	0
149	109	201	164	202	220	25	38	2	0	0	0
149	54	15	168	69	108	41	39	2	0	0	0
149	54	108	168	69	201	41	39	2	0	0	0
168	147	0	183	240	19	21	40	2	0	0	0
183	147	0	198	240	19	21	40	2	0	0	0
198	147	0	213	240	19	21	40	2	0	0	0
213	147	0	228	240	19	21	40	2	0	0	0
228	147	0	243	240	19	21	40	2	0	0	0
243	147	0	258	240	19	21	40	2	0	0	0
258	147	0	273	240	19	21	40	2	0	0	0
168	50	0	187	65	93	40	41	2	0	0	0
187	50	0	206	65	93	40	41	2	0	0	0
